security,forecast_periods,mse,tu,mase,mape,rmse_return,nrmse_return,accuracy,precision,recall,fscore
QQQ,60,62.89747271352103,0.8015129873339188,0.8524988238492797,5.24837689122457,6.9121758294979605,1.0821317021262689,0.7622231508566653,0.795484727755644,0.9438025210084032,0.8633197213547922
RTN,1,2.762548800681376,1.046754345617978,1.0111516811390528,0.9259922016268882,1.2885507207268383,1.4081085350146187,0.53218712514994,0.5508524397413286,0.6976917349218168,0.6156373193166885
RTN,5,14.350315646371179,1.024058468080505,0.9970487485337044,2.106607548282758,2.860456888736575,1.3583899463625346,0.5407139991977538,0.5723585378067101,0.7970711297071129,0.6662780530457593
RTN,10,26.007083115448765,1.0081218002482786,0.984193914399316,2.8788617879724447,3.8545326002794384,1.3201933885710886,0.5873143315937375,0.5996600084997875,0.9425517702070808,0.732987012987013
RTN,30,67.266276961994,1.007510100974129,0.9673983263656062,4.895656996029084,6.443937755837811,1.2512709211183866,0.6555102040816326,0.6612432206925324,0.9802102659245516,0.7897359242650722
RTN,60,137.91721480406085,0.9938585022245444,0.927722619585606,7.039389329374505,9.1137161478155,1.1305525616227492,0.7246134559130798,0.7252195734002509,0.9988479262672812,0.8403198449236734
SBUX,1,0.4519794417369138,1.0341091345909224,1.016027097859168,1.0680554139260263,1.5396012324708142,1.4648398905519149,0.5062124248496994,0.5296928327645051,0.5883244882486732,0.557471264367816
SBUX,5,2.151054630503732,1.038020981618374,1.002397205453091,2.3529819892331845,3.2279693315428237,1.3694975544726444,0.5472377902321858,0.5758329189457981,0.8064066852367688,0.6718885987815493
SBUX,10,4.068102937091602,1.0372678013194991,0.9917714195931622,3.24091025153156,4.316145163988886,1.302042434591583,0.5887550200803213,0.6166134185303515,0.8801302931596091,0.725174449812131
SBUX,30,12.62779231839086,1.0337323631583166,0.9846750659105712,5.78338200819245,7.30093187631059,1.1894930947485207,0.6355483081940481,0.6421751764217518,0.9797340088663712,0.7758274824473421
SBUX,60,25.18534477639965,1.0086278393936896,0.9720567077480547,8.273485568658241,10.61598873227153,1.1248248988391287,0.700793982448809,0.7019673503557974,0.997620464009518,0.8240786240786242
SLB,1,1.088374931488728,1.029577696593704,1.0101944303999026,1.3336772781827928,1.8871337481365276,1.43596969497082,0.5209916033586566,0.5088062622309197,0.636734693877551,0.5656272661348805
SLB,5,5.567479698294483,1.014934153530232,1.0054680079235976,3.1517199321218623,4.2723825515229805,1.3843468245389063,0.5182072829131653,0.5179372197309418,0.7287066246056783,0.6055045871559634
SLB,10,11.215494082066774,1.028474493603506,1.0043223737966032,4.611672945996181,6.033317699576889,1.3440758207551473,0.5128410914927769,0.5105182144689584,0.7928286852589641,0.6210986267166042
SLB,30,33.146025637033645,1.095471748893519,1.0384238520608131,8.105456686151758,9.934133718874207,1.3141835551670549,0.4887892376681615,0.4857142857142857,0.9293523969722456,0.6379907621247114
